UPC,Price,Source Link
0052742022161,36.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-dry/prod13833.html
0052742868004,36.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-dry/prod13833.html
0648676232686,36.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-dry/prod13833.html
0648676232754,36.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-dry/prod13833.html
0689828966257,36.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-dry/prod13833.html
0052742058092,62.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-stew/prod13900.html
0052742058115,62.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-stew/prod13900.html
0052742058122,62.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-stew/prod13900.html
0052742058146,62.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-stew/prod13900.html
0052742058184,62.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-stew/prod13900.html
0052742002057,53.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-wd-multibenefit-digestive-dry/prod13849.html
0052742002071,53.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-wd-multibenefit-digestive-dry/prod13849.html
0052742592503,53.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-wd-multibenefit-digestive-dry/prod13849.html
0052742615905,53.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-wd-multibenefit-digestive-dry/prod13849.html
0052742339405,62.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-vegetable-tuna/prod13813.html
0052742339412,62.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-vegetable-tuna/prod13813.html
0648676233188,62.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-vegetable-tuna/prod13813.html
0052742462905,35.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-dry/prod13880.html
0052742462912,35.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-dry/prod13880.html
0052742861906,35.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-dry/prod13880.html
0052742869407,35.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-dry/prod13880.html
0638932998784,35.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-dry/prod13880.html
0052742013787,43.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-dd-food-sensitivities-duck-pea/prod13942.html
0052742339719,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-beef-vegetable/prod13838.html
0052742040103,68.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-environmentalfood/prod13921.html
0052742000213,54.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-food/prod13852.html
0052742400501,39.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-td-dental-care-small-bites/prod13917.html
0052742534305,43.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-dd-food-sensitivities-duck-pea/prod13942.html
0052742058092,64.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-wet/prod13896.html
0052742013695,58.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-kd-jd-kidney-mobility-care-dry/prod13943.html
0052742339801,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-beef-vegetable/prod13838.html
0052742302034,41.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-chicken-dry-food-cat/prod13877.html
0052742040110,68.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-environmentalfood/prod13921.html
0052742001661,54.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-food/prod13852.html
0648676225688,39.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-td-dental-care-small-bites/prod13917.html
0052742535104,43.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-dd-food-sensitivities-duck-pea/prod13942.html
0052742058115,64.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-wet/prod13896.html
0052742339818,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-beef-vegetable/prod13838.html
0052742302072,41.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-chicken-dry-food-cat/prod13877.html
0052742040134,68.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-environmentalfood/prod13921.html
0052742001746,54.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-food/prod13852.html
0052742535500,43.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-dd-food-sensitivities-duck-pea/prod13942.html
0052742058122,64.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-wet/prod13896.html
0638932998098,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-beef-vegetable/prod13838.html
0052742725208,41.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-chicken-dry-food-cat/prod13877.html
0052742040141,68.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-environmentalfood/prod13921.html
0527420002136,54.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-food/prod13852.html
0052742700311,43.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-dd-food-sensitivities-duck-pea/prod13942.html
0052742058146,64.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-wet/prod13896.html
0690001789228,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-beef-vegetable/prod13838.html
0052742869605,41.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-chicken-dry-food-cat/prod13877.html
0052742056852,68.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-environmentalfood/prod13921.html
0527420017468,54.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-urinary-care-food/prod13852.html
0052742058184,64.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-onc-care-chicken-vegetable-wet/prod13896.html
0638932998111,41.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-chicken-dry-food-cat/prod13877.html
0052742186306,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-low-fat-digestive-care-wet/prod13799.html
0052742186313,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-low-fat-digestive-care-wet/prod13799.html
0648676232594,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-low-fat-digestive-care-wet/prod13799.html
0052742269719,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-kd-kidney-care-lamb-wet-food/prod13934.html
0052742013695,62.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-kd-jd-kidney-mobility-care-stew/prod13940.html
0052742040103,47.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-sensitivities/prod13887.html
0052742040110,47.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-sensitivities/prod13887.html
0052742040134,47.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-sensitivities/prod13887.html
0052742040141,47.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-sensitivities/prod13887.html
0052742056852,47.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-derm-complete-sensitivities/prod13887.html
0052742014241,13.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-soft-baked-treats/prod13911.html
0052742014258,13.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-soft-baked-treats/prod13911.html
0052742244808,13.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-soft-baked-treats/prod13911.html
0052742244907,13.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-soft-baked-treats/prod13911.html
0052742245003,13.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-soft-baked-treats/prod13911.html
0052742025674,55.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-md-glucosupport-chicken-liver/prod13935.html
0052742790503,43.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-zd-skinfood-sensitivities-dry/prod13837.html
0052742000718,51.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-jd-joint-care-chicken-flavor/prod13845.html
0052742000220,59.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-stew/prod13816.html
0052742022116,39.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-stress-urinary-dry/prod13859.html
0052742339900,57.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-metabolic-weight-management-wet/prod13892.html
0052742006420,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-low-fat-digestive-care-dry/prod13841.html
0052742615806,49.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-rd-weight-reduction-chicken-dog/prod13905.html
0052742000220,62.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-food/prod13804.html
0052742872803,43.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-zd-skinfood-sensitivities-dry/prod13837.html
0052742858302,51.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-jd-joint-care-chicken-flavor/prod13845.html
0052742006420,59.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-stew/prod13816.html
0052742022161,39.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-stress-urinary-dry/prod13859.html
0052742339917,57.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-metabolic-weight-management-wet/prod13892.html
0052742186108,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-low-fat-digestive-care-dry/prod13841.html
0052742859903,49.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-rd-weight-reduction-chicken-dog/prod13905.html
0052742006420,62.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-food/prod13804.html
0052742859804,51.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-jd-joint-care-chicken-flavor/prod13845.html
0052742338910,59.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-stew/prod13816.html
0052742022185,39.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-stress-urinary-dry/prod13859.html
0052742340210,57.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-metabolic-weight-management-wet/prod13892.html
0052742186207,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-low-fat-digestive-care-dry/prod13841.html
0052742862408,49.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-rd-weight-reduction-chicken-dog/prod13905.html
0052742338910,62.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-food/prod13804.html
0052742862002,51.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-jd-joint-care-chicken-flavor/prod13845.html
0052742339016,59.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-stew/prod13816.html
0052742283906,39.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-stress-urinary-dry/prod13859.html
0052742340319,57.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-metabolic-weight-management-wet/prod13892.html
0638932998302,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-low-fat-digestive-care-dry/prod13841.html
0052742862507,49.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-rd-weight-reduction-chicken-dog/prod13905.html
0052742339016,62.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-food/prod13804.html
0052742861906,59.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-stew/prod13816.html
0052742364605,39.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-cd-multicare-stress-urinary-dry/prod13859.html
0052742340418,57.99,https://www.1800petmeds.com/cat/rx-food-and-treats/product/hills-prescription-diet-metabolic-weight-management-wet/prod13892.html
0805283657633,57.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-low-fat-digestive-care-dry/prod13841.html
0603520656018,49.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-rd-weight-reduction-chicken-dog/prod13905.html
0052742861906,62.99,https://www.1800petmeds.com/dog/rx-food-and-treats/product/hills-prescription-diet-id-digestive-care-chicken-food/prod13804.html
