UPC,Price,Source
0810109144785,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195020447710,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065339753,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151161495,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0196307444965,112.9900,https://rununited.com/new-balance-men-s-fresh-foam-x-more-v4-running-shoes
0722360285094,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144792,79.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195020447727,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065339920,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151161518,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0196307445078,112.9900,https://rununited.com/new-balance-men-s-fresh-foam-x-more-v4-running-shoes
0722360285087,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144808,79.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195020447734,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065339975,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151161532,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0196307445092,112.9900,https://rununited.com/new-balance-men-s-fresh-foam-x-more-v4-running-shoes
0722360285117,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144815,103.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904033,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065340025,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151161556,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0196307445108,112.9900,https://rununited.com/new-balance-men-s-fresh-foam-x-more-v4-running-shoes
0722360285070,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144822,103.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904040,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065340063,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151161570,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0196307445122,112.9900,https://rununited.com/new-balance-men-s-fresh-foam-x-more-v4-running-shoes
0722360318259,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144839,80.0000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904057,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065340100,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166735,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0196307444750,112.9900,https://rununited.com/new-balance-men-s-fresh-foam-x-more-v4-running-shoes
0722360318242,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144846,79.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904064,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065340148,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166742,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375646930,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360318266,55.2600,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144853,104.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904071,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065340186,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166759,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375646947,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360270786,57.8900,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144860,104.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904088,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065446741,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166766,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375647371,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360270748,57.8900,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144877,103.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904095,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065446789,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166773,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375647302,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360291941,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144884,99.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904101,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065447038,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166780,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375647326,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360335355,63.9900,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144891,101.9900,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904118,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065447205,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166797,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375647333,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360335379,70.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144907,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904125,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065447267,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166803,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375647364,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360335348,70.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109145058,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904132,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065447427,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166810,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375647388,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360335256,70.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144914,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904149,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065447465,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166827,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375647395,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360285155,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109145065,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904156,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065447625,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0810151166834,127.4500,https://rununited.com/topo-athletic-womens-specter-2-road-running-shoes
0197375647401,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360285186,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144921,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904163,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065447670,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0807883280945,82.9500,https://rununited.com/arcopedico-unisex-ls-knit-walking-shoes
0197966390709,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360285148,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109145072,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904170,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065447830,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0807883280952,82.9500,https://rununited.com/arcopedico-unisex-ls-knit-walking-shoes
0197966390730,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360291989,70.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144938,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019904187,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065447892,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0807883280969,82.9500,https://rununited.com/arcopedico-unisex-ls-knit-walking-shoes
0197966390747,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360285230,70.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109145089,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195019903418,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065448059,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0807883280976,82.9500,https://rununited.com/arcopedico-unisex-ls-knit-walking-shoes
0197966390808,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360285254,45.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144945,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195020448656,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065448202,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0807883280983,82.9500,https://rununited.com/arcopedico-unisex-ls-knit-walking-shoes
0197966389819,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360285216,55.9900,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109145096,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195020448434,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065448288,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0807883280990,82.9500,https://rununited.com/arcopedico-unisex-ls-knit-walking-shoes
0197966389826,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360292054,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109144952,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195020448441,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065339104,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0807883312271,82.9500,https://rununited.com/arcopedico-unisex-ls-knit-walking-shoes
0197966389833,109.9500,https://rununited.com/new-balance-mens-fuelcell-rebel-v4-running-shoes
0722360292085,56.0000,https://rununited.com/sofibella-uv-colors-13in-panel-skort
0810109145102,123.7000,https://rununited.com/topo-athletic-mens-atmos-running-shoes
0195020448458,89.9500,https://rununited.com/saucony-mens-guide-17-running-shoes
0197065339791,89.9900,https://rununited.com/altra-womens-experience-flow-running-shoes
0807883276535,82.9500,https://rununited.com/arcopedico-unisex-ls-knit-walking-shoes
