UPC,ASIN,Title,Cost,Price,Profit,ROI,Offers,Sales Rank,Size,Color,Link,Tags
196265881871,B0D61GKX9R,"Crocs Unisex Classic Clog Mystic Purple Men's 5, Women's 7 Medium",44.99,49.97999954223633,-9.590000381469729,-21.315848814113643%,3,1,7 Women/5 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645001783,"eligible-discount, eligible-discount-clearance, eligible-discount-friends"
196265881888,B0D613PJ1H,"Crocs Unisex Classic Clog Mystic Purple Men's 6, Women's 8 Medium",44.99,49.97999954223633,-9.510000457763674,-21.13803169096171%,4,1,8 Women/6 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645100087,"eligible-discount, eligible-discount-clearance, eligible-discount-friends"
196265881857,B0D619RMRY,"Crocs Unisex Classic Clog Mystic Purple Men's 3, Women's 5 M",44.99,0,0,,1,1,5 Women/3 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645067319,"eligible-discount, eligible-discount-clearance, eligible-discount-friends"
196265881901,B0D61KWFPJ,"Crocs Unisex Classic Clog Mystic Purple Men's 8, Women's 10 Medium",44.99,49.97999954223633,-9.590000381469729,-21.315848814113643%,2,1,10 Women/8 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645165623,"eligible-discount, eligible-discount-clearance, eligible-discount-friends"
196265881864,B0D618V9CZ,"Crocs Unisex Classic Clog Mystic Purple Men's 4, Women's 6 Medium",44.99,49.9900016784668,-8.709998359680178,-19.359854100200437%,1,1,6 Women/4 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645034551,"eligible-discount, eligible-discount-clearance, eligible-discount-friends"
196265881895,B0D61L67NL,"Crocs Unisex Classic Clog Mystic Purple Men's 7, Women's 9 Medium",44.99,49.97999954223633,-9.670000305175783,-21.493665937265575%,3,1,9 Women/7 Men,Mystic Purple,https://www.shopwss.com/products/10001_5bn?variant=41083645132855,"eligible-discount, eligible-discount-clearance, eligible-discount-friends"
841158003273,B004026UNK,"Crocs Unisex Classic Clog Emerald Mens 6, Womens 8 Medium",35.99,39.970001220703125,-9.099998703002932,-25.28479772993312%,2,1,8 Women/6 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277649975,"eligible-discount-, eligible-discount-friends"
841158003280,B00401ZK0U,"Crocs Unisex Classic Clog Emerald Mens 7, Womens 9 Medium",35.99,44.95000076293945,-2.769998779296877,-7.696578992211384%,1,1,9 Women/7 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277682743,"eligible-discount-, eligible-discount-friends"
196265891788,B0CXFY16XN,"Crocs Unisex Classic Clog Emerald Mens 12, Womens 14 Medium",35.99,39.970001220703125,-9.499998798370363,-26.39621783376039%,3,1,14 Women/12 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277846583,"eligible-discount-, eligible-discount-friends"
196265891801,B0CXG4BP9T,"Crocs Unisex Classic Clog Emerald Mens 4, Womens 6 Medium",35.99,37.939998626708984,-10.900001277923586,-30.286194159276427%,6,1,6 Women/4 Men,Emerald,https://www.shopwss.com/products/10001_302?variant=40951277912119,"eligible-discount-, eligible-discount-friends"
