UPC,Price,Source Link
192223199637,29.99,https://www.adorama.com/TAP400USB.html
818307012585,12.07,https://www.adorama.com/TTRM717.html
192223199675,49.99,https://www.adorama.com/TASC700.html
812190017849,12.99,https://www.adorama.com/LM8000283B.html
841687105202,699.00,https://www.adorama.com/ZOLBLADE60C.html
824142355480,1699.00,https://www.adorama.com/MSISTEAL16A1.html
605228109049,108.15,https://www.adorama.com/BW77SB2R.html
884116468738,239.99,https://www.adorama.com/DELLP2725H.html
643217364130,5.93,https://www.adorama.com/ESLTS7CS.html
192876910030,289.99,https://www.adorama.com/ASPA278CV.html
192223206458,16.99,https://www.adorama.com/HAEGB1.html
035286292511,10.99,https://www.adorama.com/ASPDA32R.html
812649013354,33.33,https://www.adorama.com/SUSM5108.html
030317021122,1549.99,https://www.adorama.com/LD176448.html
192223199644,59.99,https://www.adorama.com/TAP500.html
681066159255,12.36,https://www.adorama.com/VVAPM7001.html
817465025789,29.96,https://www.adorama.com/PPIPHN11ND64.html
852744005717,17.50,https://www.adorama.com/KSIPXSC.html
096727002397,11.28,https://www.adorama.com/CHEHC75.html
049383152906,44.89,https://www.adorama.com/TF72GG1.html
845077010527,200.17,https://www.adorama.com/CM1052.html
675152201300,15.42,https://www.adorama.com/PYBEPDV2LT.html
840056181069,23.74,https://www.adorama.com/ZG102011415.html
790272004416,53.72,https://www.adorama.com/BAAW13244.html
017398123822,23.69,https://www.adorama.com/NSNSR2382.html
790272005260,193.99,https://www.adorama.com/BABQ13374.html
810082452211,199.99,https://www.adorama.com/AKODNV03BK01.html
030317012502,1450.00,https://www.adorama.com/LD171579.html
852662300703,5.51,https://www.adorama.com/LZCBCUBW.html
888900000753,14.95,https://www.adorama.com/IRDKSSL01.html
661120000792,15.64,https://www.adorama.com/CW110070.html
698156900369,28.43,https://www.adorama.com/KO5255.html
029368706737,194.24,https://www.adorama.com/FSPFPA42P500.html
813379011559,495.99,https://www.adorama.com/DWHDSPOTMD16.html
810004747784,14.23,https://www.adorama.com/MO320036.html
719821433989,533.95,https://www.adorama.com/BGCFTLVGS75.html
809164023449,49.99,https://www.adorama.com/SASATTELITE.html
630125885468,5.20,https://www.adorama.com/CCMSKBN.html
008957904259,1.21,https://www.adorama.com/LGM10026.html
840076194667,25.40,https://www.adorama.com/INRMIP25GNM.html
023602601970,2.18,https://www.adorama.com/PI57WR.html
845077099676,12.79,https://www.adorama.com/CMM9960MX3.html
019428103163,5.63,https://www.adorama.com/PL0503OR.html
787421883589,12.46,https://www.adorama.com/ESOEM10EM1GS.html
666692153167,18.98,https://www.adorama.com/LY15316.html
085854224086,15.76,https://www.adorama.com/CGVNAI215.html
893577001880,6.27,https://www.adorama.com/PWMFPM.html
810648013757,18.02,https://www.adorama.com/MO99MO040908.html
840104230244,28.69,https://www.adorama.com/OBSYPIP12MTP.html
605228107588,354.50,https://www.adorama.com/SR66BS4M.html
051138216740,12.36,https://www.adorama.com/DI6001.html
857287002865,132.00,https://www.adorama.com/CASDOID.html
012502625810,18.08,https://www.adorama.com/BRTZE261.html
840104287866,28.69,https://www.adorama.com/OB7785644.html
675152500038,30.87,https://www.adorama.com/PYFAC1LB.html
008957908592,4.71,https://www.adorama.com/LGM604147.html
748486129005,13.50,https://www.adorama.com/APOSOLARSNP.html
883711028521,6.12,https://www.adorama.com/IK020091.html
697067516331,17.99,https://www.adorama.com/TP2022SP109.html
008957912506,8.46,https://www.adorama.com/LG27120.html
796762841127,16.37,https://www.adorama.com/PPH3PAMF.html
788130018668,2.13,https://www.adorama.com/TRG73E.html
192223282315,169.98,https://www.adorama.com/ETNELITEEXEA.html
845077099607,12.79,https://www.adorama.com/CMM9960X3.html
050234712385,78.95,https://www.adorama.com/CNECS1042.html
192223199644,59.99,https://www.adorama.com/TAP500.html
008957906680,3.03,https://www.adorama.com/LGM1061N9.html
788130019016,14.77,https://www.adorama.com/TRG818P.html
014895022399,30.42,https://www.adorama.com/OTFG2239.html
008957905782,3.09,https://www.adorama.com/LGM10415N.html
753759304799,174.99,https://www.adorama.com/GP0100270100.html
049383124682,22.84,https://www.adorama.com/TF52BPM2.html
017398801836,34.81,https://www.adorama.com/NSTAC400BLB.html
794712534112,299.00,https://www.adorama.com/EXACPRO.html
790272978281,123.99,https://www.adorama.com/BA3080X.html
708026493157,1649.00,https://www.adorama.com/SIATS65HD.html
086216531095,3.11,https://www.adorama.com/CPDOMW24.html
643217361719,5.99,https://www.adorama.com/ESLGH5CS.html
891179000294,15.00,https://www.adorama.com/DABH1UF.html
727854100044,4.91,https://www.adorama.com/CPPP1.html
192223199620,49.99,https://www.adorama.com/TAP600USB.html
686696588710,21.78,https://www.adorama.com/OSCSUFRAME.html
752221221183,59.95,https://www.adorama.com/SS22118.html
026127771432,21.38,https://www.adorama.com/PQUVBOX.html
708026493126,559.00,https://www.adorama.com/SI49312.html
790272981731,13.83,https://www.adorama.com/BAAW11446.html
781159575372,246.68,https://www.adorama.com/PHPPX340INT.html
071701303219,15.19,https://www.adorama.com/DY30321.html
814108016470,29.92,https://www.adorama.com/VIPCV2924D.html
841687105202,699.00,https://www.adorama.com/ZOLBLADE60C.html
656777014988,77.00,https://www.adorama.com/CTAPADDSCK.html
008957908448,3.87,https://www.adorama.com/LGM603244.html
018852376006,141.28,https://www.adorama.com/INNCG1750.html
727854100051,8.00,https://www.adorama.com/CPPP2.html
194644115036,349.99,https://www.adorama.com/ANK24321A1.html
030317500368,20.39,https://www.adorama.com/LD50036.html
037447818752,99.95,https://www.adorama.com/LHT831417.html
788130016985,36.28,https://www.adorama.com/AG1515BKS.html
750254810985,122.99,https://www.adorama.com/ETNELITEFIEL.html
825494009427,76.85,https://www.adorama.com/STCIM3075LB.html
761294751718,159.99,https://www.adorama.com/VMADRMGMB.html
694026911244,94.19,https://www.adorama.com/CCGLP.html
883711051093,274.95,https://www.adorama.com/IK551612.html
848754005595,62.31,https://www.adorama.com/VISMBSBB2911.html
844272000289,655.00,https://www.adorama.com/SA833002B.html
056035372254,18.95,https://www.adorama.com/LPPTCPPBLK.html
192223199590,49.99,https://www.adorama.com/TAPH700.html
886227502752,13.99,https://www.adorama.com/ASUSBBT400.html
811251020064,709.00,https://www.adorama.com/SIOC011300.html
878928007216,41.77,https://www.adorama.com/PR33091740.html
845077034202,451.99,https://www.adorama.com/CMHCG60S.html
841106104533,39.60,https://www.adorama.com/LSBAND2.html
993294537539,18.53,https://www.adorama.com/LCBBPBL.html
013803240627,849.00,https://www.adorama.com/CA12363.html
891607000407,32.12,https://www.adorama.com/RDNISSSLV.html
030317530501,26.29,https://www.adorama.com/LD53050.html
643217363225,12.47,https://www.adorama.com/ESFXA10XA3GS.html
051138543365,11.99,https://www.adorama.com/DI8293.html
851308003947,65.95,https://www.adorama.com/FEDSCTL2120.html
811494019672,10.99,https://www.adorama.com/FSX931113.html
077511523854,2.97,https://www.adorama.com/FW5236903.html
660543511571,41.99,https://www.adorama.com/LPNXIP11PRBC.html
689670174664,27.24,https://www.adorama.com/NMWB45.html
811643015142,12.40,https://www.adorama.com/NTKXSIPH6P.html
688334057343,13.86,https://www.adorama.com/PS11000646.html
076769106727,17.04,https://www.adorama.com/DACM1824B.html
840014116256,9.95,https://www.adorama.com/GXENEL23.html
192223050853,269.28,https://www.adorama.com/K5C0900U.html
885335170532,12.73,https://www.adorama.com/JMSP279.html
008957908844,7.79,https://www.adorama.com/LGM60748.html
750668001979,6.62,https://www.adorama.com/CSPT90.html
075633952071,16.07,https://www.adorama.com/FSCA200BR.html
194253330097,949.00,https://www.adorama.com/ACMNH73LLA.html
847372026203,31.02,https://www.adorama.com/FDGTPC.html
731409728621,36.99,https://www.adorama.com/SALWLED.html
817362011618,10.30,https://www.adorama.com/GPGOAMPK.html
884116468738,239.99,https://www.adorama.com/DELLP2725H.html
014895009321,11.43,https://www.adorama.com/OT932.html
034447030528,68.95,https://www.adorama.com/DLCFADLV5.html
993285965488,256.00,https://www.adorama.com/LCLLB3XBK.html
840104287583,28.79,https://www.adorama.com/OB7785616.html
694026911251,189.23,https://www.adorama.com/CCGLPS.html
689670040235,11.67,https://www.adorama.com/POAD75.html
192223199743,29.99,https://www.adorama.com/TAC300.html
738549881544,328.90,https://www.adorama.com/KJBSC7200HD.html
071701302519,8.18,https://www.adorama.com/DY30251.html
643217361009,12.46,https://www.adorama.com/ESC90DGS.html
